id,tanggal,waktu,temperature1,temperature2,humidity1,humidity2,status,created_at
1134,2025-09-30,10:51:31,24.7,24.82,60.78,64.75,ON,2025-09-30 10:51:31
1135,2025-09-30,10:52:32,24.67,24.75,60.79,64.78,ON,2025-09-30 10:52:32
1136,2025-09-30,10:53:33,24.77,24.83,60.72,64.46,ON,2025-09-30 10:53:33
1137,2025-09-30,10:54:34,24.69,24.86,60.81,64.53,ON,2025-09-30 10:54:34
1138,2025-09-30,10:55:35,24.64,24.79,60.99,64.61,ON,2025-09-30 10:55:35
1139,2025-09-30,10:56:36,24.75,24.88,60.81,64.76,ON,2025-09-30 10:56:36
1140,2025-09-30,10:57:36,24.73,24.84,60.78,64.56,ON,2025-09-30 10:57:36
1141,2025-09-30,10:58:37,24.79,24.87,60.56,64.29,ON,2025-09-30 10:58:37
1142,2025-09-30,10:59:38,24.73,24.71,60.46,64.68,ON,2025-09-30 10:59:38
1143,2025-09-30,11:00:38,24.69,24.66,60.54,64.06,ON,2025-09-30 11:00:38
1144,2025-09-30,11:01:38,24.6,24.68,60.46,64.14,ON,2025-09-30 11:01:38
1145,2025-09-30,11:02:38,24.58,24.64,60.28,64.03,ON,2025-09-30 11:02:38
1146,2025-09-30,11:03:39,24.49,24.52,60.37,64.06,ON,2025-09-30 11:03:39
1147,2025-09-30,11:04:40,24.39,24.59,60.54,63.94,ON,2025-09-30 11:04:40
1148,2025-09-30,11:05:40,24.45,24.48,60.03,63.99,ON,2025-09-30 11:05:40
1149,2025-09-30,11:06:40,24.39,24.56,60.21,63.83,ON,2025-09-30 11:06:40
1150,2025-09-30,11:07:40,24.37,24.47,60.16,63.72,ON,2025-09-30 11:07:40
1151,2025-09-30,11:08:41,24.41,24.41,60.07,63.67,ON,2025-09-30 11:08:41
1152,2025-09-30,11:09:41,24.37,24.44,60.37,63.51,ON,2025-09-30 11:09:41
1153,2025-09-30,11:10:42,24.32,24.37,59.95,63.67,ON,2025-09-30 11:10:42
1154,2025-09-30,11:11:42,24.35,24.33,60.02,63.26,ON,2025-09-30 11:11:42
1155,2025-09-30,11:12:42,24.3,24.33,59.7,63.41,ON,2025-09-30 11:12:42
1156,2025-09-30,11:13:43,24.25,24.41,60.26,63.49,ON,2025-09-30 11:13:43
1157,2025-09-30,11:14:43,24.35,24.39,59.88,63.34,ON,2025-09-30 11:14:43
1158,2025-09-30,11:15:43,24.19,24.43,59.7,62.59,ON,2025-09-30 11:15:43
1159,2025-09-30,11:16:43,24.25,24.37,59.4,62.44,ON,2025-09-30 11:16:43
1160,2025-09-30,11:17:43,24.25,24.4,59.35,62.55,ON,2025-09-30 11:17:43
1161,2025-09-30,11:18:44,24.25,24.35,59.04,62.6,ON,2025-09-30 11:18:44
1162,2025-09-30,11:19:44,24.3,24.37,59.47,62.64,ON,2025-09-30 11:19:44
1163,2025-09-30,11:20:45,24.27,24.33,59.17,62.65,ON,2025-09-30 11:20:45
1164,2025-09-30,11:21:45,24.3,24.39,59.04,62.62,ON,2025-09-30 11:21:45
1165,2025-09-30,11:22:45,24.22,24.37,59.06,62.47,ON,2025-09-30 11:22:45
1166,2025-09-30,11:23:46,24.22,24.38,59.04,62.04,ON,2025-09-30 11:23:46
1167,2025-09-30,11:24:47,24.25,24.29,58.89,61.97,ON,2025-09-30 11:24:47
1168,2025-09-30,11:25:48,24.23,24.31,59.06,62.05,ON,2025-09-30 11:25:48
1169,2025-09-30,11:26:48,24.24,24.4,58.75,61.73,ON,2025-09-30 11:26:48
1170,2025-09-30,11:27:48,24.18,24.26,58.73,62.34,ON,2025-09-30 11:27:48
1171,2025-09-30,11:28:49,24.2,24.29,58.5,61.62,ON,2025-09-30 11:28:49
1172,2025-09-30,11:29:49,24.26,24.28,58.52,61.82,ON,2025-09-30 11:29:49
1173,2025-09-30,11:30:50,24.2,24.25,58.68,61.77,ON,2025-09-30 11:30:50
1174,2025-09-30,11:31:51,24.11,24.32,58.75,61.62,ON,2025-09-30 11:31:51
1175,2025-09-30,11:32:51,24.25,24.3,58.36,61.62,ON,2025-09-30 11:32:51
1176,2025-09-30,11:33:52,24.13,24.2,58.66,61.63,ON,2025-09-30 11:33:52
1177,2025-09-30,11:34:52,24.15,24.26,58.62,61.73,ON,2025-09-30 11:34:52
1178,2025-09-30,11:35:52,24.19,24.25,58.27,61.65,ON,2025-09-30 11:35:52
1179,2025-09-30,11:36:53,24.16,24.25,58.16,61.3,ON,2025-09-30 11:36:53
1180,2025-09-30,11:37:54,24.17,24.27,58.32,61.42,ON,2025-09-30 11:37:54
1181,2025-09-30,11:38:54,24.1,24.21,58.34,61.33,ON,2025-09-30 11:38:54
