id,tanggal,waktu,temperature1,temperature2,humidity1,humidity2,status,created_at
305,2025-09-09,16:04:35,25.05,25.11,55.69,56.86,ON,2025-09-09 16:04:35
306,2025-09-09,16:05:35,25.13,25.1,55.75,56.9,ON,2025-09-09 16:05:35
