id,tanggal,waktu,temperature1,temperature2,humidity1,humidity2,status,created_at
519,2025-09-10,14:29:41,25.77,26.21,57.78,59.04,ON,2025-09-10 14:29:41
520,2025-09-10,14:30:41,25.82,26.13,58.53,59.19,ON,2025-09-10 14:30:41
521,2025-09-10,14:31:41,25.78,26.04,57.83,58.91,ON,2025-09-10 14:31:41
522,2025-09-10,14:32:41,25.81,26.1,57.86,59.06,ON,2025-09-10 14:32:41
523,2025-09-10,14:33:41,25.9,26.18,57.56,58.7,ON,2025-09-10 14:33:41
524,2025-09-10,14:34:42,25.77,26.05,57.39,58.56,ON,2025-09-10 14:34:42
525,2025-09-10,14:35:42,25.76,26.05,57.09,58.39,ON,2025-09-10 14:35:42
526,2025-09-10,14:36:42,25.74,26.0,57.7,58.67,ON,2025-09-10 14:36:42
527,2025-09-10,14:37:42,25.67,26.04,57.99,58.81,ON,2025-09-10 14:37:42
528,2025-09-10,14:38:43,25.73,25.98,58.07,58.7,ON,2025-09-10 14:38:43
529,2025-09-10,14:39:44,25.77,26.02,57.76,58.49,ON,2025-09-10 14:39:44
530,2025-09-10,14:40:44,25.77,26.08,57.51,58.74,ON,2025-09-10 14:40:44
531,2025-09-10,14:41:44,25.81,26.04,57.47,58.65,ON,2025-09-10 14:41:44
532,2025-09-10,14:42:44,25.78,25.97,57.0,58.1,ON,2025-09-10 14:42:44
533,2025-09-10,14:43:45,25.7,25.97,57.63,58.35,ON,2025-09-10 14:43:45
534,2025-09-10,14:44:45,25.77,26.0,57.46,58.72,ON,2025-09-10 14:44:45
535,2025-09-10,14:45:45,25.88,26.01,57.51,58.99,ON,2025-09-10 14:45:45
536,2025-09-10,14:46:45,25.9,26.01,57.62,58.84,ON,2025-09-10 14:46:45
537,2025-09-10,14:47:46,25.94,26.07,57.53,58.87,ON,2025-09-10 14:47:46
538,2025-09-10,14:48:46,25.93,26.03,57.28,58.81,ON,2025-09-10 14:48:46
539,2025-09-10,14:49:47,25.89,26.04,57.12,58.57,ON,2025-09-10 14:49:47
540,2025-09-10,14:50:47,25.94,26.16,56.42,58.1,ON,2025-09-10 14:50:47
541,2025-09-10,14:51:48,25.88,26.07,57.16,59.27,ON,2025-09-10 14:51:48
542,2025-09-10,14:52:48,25.82,26.06,57.25,59.02,ON,2025-09-10 14:52:48
543,2025-09-10,14:53:49,25.89,26.05,56.93,58.44,ON,2025-09-10 14:53:49
544,2025-09-10,14:54:50,25.9,26.01,57.58,58.91,ON,2025-09-10 14:54:50
545,2025-09-10,14:55:50,25.85,26.13,56.35,57.53,ON,2025-09-10 14:55:50
546,2025-09-10,14:56:51,25.89,26.1,56.38,57.89,ON,2025-09-10 14:56:51
547,2025-09-10,14:57:51,25.69,26.02,56.47,57.5,ON,2025-09-10 14:57:51
548,2025-09-10,14:58:51,25.66,25.92,56.13,57.75,ON,2025-09-10 14:58:51
549,2025-09-10,14:59:51,25.6,25.88,56.45,57.8,ON,2025-09-10 14:59:51
550,2025-09-10,15:00:52,25.45,25.73,56.73,57.87,ON,2025-09-10 15:00:52
551,2025-09-10,15:01:52,25.46,25.7,56.42,57.7,ON,2025-09-10 15:01:52
552,2025-09-10,15:02:53,25.39,25.7,57.07,58.25,ON,2025-09-10 15:02:53
553,2025-09-10,15:03:53,25.24,25.64,57.1,57.95,ON,2025-09-10 15:03:53
554,2025-09-10,15:04:54,25.3,25.59,57.19,58.37,ON,2025-09-10 15:04:54
555,2025-09-10,15:05:54,25.34,25.62,57.63,58.62,ON,2025-09-10 15:05:54
556,2025-09-10,15:06:54,25.35,25.7,57.37,58.09,ON,2025-09-10 15:06:54
557,2025-09-10,15:07:55,25.39,25.72,57.33,58.5,ON,2025-09-10 15:07:55
558,2025-09-10,15:08:56,25.48,25.71,57.58,59.12,ON,2025-09-10 15:08:56
559,2025-09-10,15:09:56,25.43,25.69,56.79,58.35,ON,2025-09-10 15:09:56
560,2025-09-10,15:10:56,25.47,25.75,56.91,58.07,ON,2025-09-10 15:10:56
561,2025-09-10,15:11:57,25.41,25.69,56.82,58.67,ON,2025-09-10 15:11:57
562,2025-09-10,15:12:57,25.43,25.76,56.65,57.8,ON,2025-09-10 15:12:57
563,2025-09-10,15:13:57,25.47,25.73,57.26,57.73,ON,2025-09-10 15:13:57
