id,tanggal,waktu,temperature1,temperature2,humidity1,humidity2,status,created_at
477,2025-09-10,13:47:27,26.15,26.32,60.4,62.02,ON,2025-09-10 13:47:27
478,2025-09-10,13:48:27,26.01,26.3,61.41,62.35,ON,2025-09-10 13:48:27
479,2025-09-10,13:49:27,26.12,26.41,60.32,59.98,ON,2025-09-10 13:49:27
480,2025-09-10,13:50:27,26.01,26.2,60.65,61.6,ON,2025-09-10 13:50:27
481,2025-09-10,13:51:28,25.83,26.16,60.3,61.72,ON,2025-09-10 13:51:28
482,2025-09-10,13:52:28,25.89,26.1,60.21,61.27,ON,2025-09-10 13:52:28
