id,tanggal,waktu,temperature1,temperature2,humidity1,humidity2,status,created_at
1067,2025-09-11,15:47:37,24.72,24.95,63.67,65.68,ON,2025-09-11 15:47:37
1068,2025-09-11,15:48:37,24.68,24.93,63.85,65.4,ON,2025-09-11 15:48:37
1069,2025-09-11,15:49:38,24.68,24.97,63.88,65.88,ON,2025-09-11 15:49:38
1070,2025-09-11,15:50:39,24.69,24.98,64.23,65.78,ON,2025-09-11 15:50:39
1071,2025-09-11,15:51:39,24.75,25.0,64.18,65.78,ON,2025-09-11 15:51:39
1072,2025-09-11,15:52:39,24.74,25.03,63.7,65.43,ON,2025-09-11 15:52:39
1073,2025-09-11,15:53:40,24.83,25.0,64.55,65.68,ON,2025-09-11 15:53:40
1074,2025-09-11,15:54:40,24.77,24.96,63.92,65.82,ON,2025-09-11 15:54:40
1075,2025-09-11,15:55:41,24.79,25.07,64.04,65.67,ON,2025-09-11 15:55:41
1076,2025-09-11,15:56:41,24.84,25.07,64.57,66.25,ON,2025-09-11 15:56:41
1077,2025-09-11,15:57:41,24.88,25.05,64.59,66.29,ON,2025-09-11 15:57:41
1078,2025-09-11,15:58:41,24.91,25.1,64.29,65.67,ON,2025-09-11 15:58:41
1079,2025-09-11,15:59:41,24.91,25.07,64.15,65.53,ON,2025-09-11 15:59:41
1080,2025-09-11,16:00:42,24.93,25.07,64.64,66.02,ON,2025-09-11 16:00:42
1081,2025-09-11,16:01:42,24.97,25.07,64.32,65.98,ON,2025-09-11 16:01:42
1082,2025-09-11,16:02:43,25.03,25.17,64.99,66.07,ON,2025-09-11 16:02:43
1083,2025-09-11,16:03:44,25.12,25.18,64.2,65.9,ON,2025-09-11 16:03:44
1084,2025-09-11,16:04:44,25.0,25.22,64.48,65.78,ON,2025-09-11 16:04:44
1085,2025-09-11,16:05:45,25.13,25.26,64.3,65.53,ON,2025-09-11 16:05:45
1086,2025-09-11,16:06:45,25.17,25.21,64.39,65.7,ON,2025-09-11 16:06:45
1087,2025-09-11,16:07:46,25.17,25.35,64.22,65.62,ON,2025-09-11 16:07:46
1088,2025-09-11,16:08:46,25.03,25.28,64.13,65.78,ON,2025-09-11 16:08:46
1089,2025-09-11,16:09:46,25.15,25.34,64.18,65.77,ON,2025-09-11 16:09:46
1090,2025-09-11,16:10:47,25.1,25.32,64.29,65.92,ON,2025-09-11 16:10:47
1091,2025-09-11,16:11:48,25.14,25.3,64.48,65.8,ON,2025-09-11 16:11:48
1092,2025-09-11,16:12:49,25.19,25.31,64.23,65.82,ON,2025-09-11 16:12:49
1093,2025-09-11,16:13:49,25.16,25.39,64.15,65.83,ON,2025-09-11 16:13:49
1094,2025-09-11,16:14:49,25.22,25.4,64.22,65.97,ON,2025-09-11 16:14:49
1095,2025-09-11,16:15:50,25.34,25.42,64.48,65.88,ON,2025-09-11 16:15:50
1096,2025-09-11,16:16:51,25.38,25.48,64.45,65.62,ON,2025-09-11 16:16:51
1097,2025-09-11,16:17:51,25.34,25.45,63.95,65.7,ON,2025-09-11 16:17:51
1098,2025-09-11,16:18:52,25.27,25.52,64.09,65.57,ON,2025-09-11 16:18:52
1099,2025-09-11,16:19:52,25.33,25.41,64.3,65.53,ON,2025-09-11 16:19:52
1100,2025-09-11,16:20:53,25.24,25.52,63.78,65.98,ON,2025-09-11 16:20:53
1101,2025-09-11,16:21:54,25.38,25.6,64.39,65.55,ON,2025-09-11 16:21:54
1102,2025-09-11,16:22:54,25.4,25.6,63.83,65.57,ON,2025-09-11 16:22:54
1103,2025-09-11,16:23:54,25.28,25.5,64.22,65.8,ON,2025-09-11 16:23:54
1104,2025-09-11,16:24:55,25.26,25.47,64.13,65.53,ON,2025-09-11 16:24:55
1105,2025-09-11,16:25:55,25.3,25.47,64.3,65.88,ON,2025-09-11 16:25:55
1106,2025-09-11,16:26:56,25.37,25.51,64.15,65.78,ON,2025-09-11 16:26:56
1107,2025-09-11,16:27:56,25.29,25.5,64.57,65.52,ON,2025-09-11 16:27:56
1108,2025-09-11,16:28:57,25.38,25.63,64.53,66.05,ON,2025-09-11 16:28:57
1109,2025-09-11,16:29:57,25.26,25.5,64.57,65.6,ON,2025-09-11 16:29:57
1110,2025-09-11,16:30:58,25.24,25.44,64.39,65.78,ON,2025-09-11 16:30:58
1111,2025-09-11,16:31:58,25.26,25.5,64.48,66.29,ON,2025-09-11 16:31:58
1112,2025-09-11,16:32:59,25.28,25.49,64.27,65.75,ON,2025-09-11 16:32:59
1113,2025-09-11,16:33:59,25.17,25.38,64.8,65.72,ON,2025-09-11 16:33:59
1114,2025-09-11,16:34:59,25.14,25.34,65.03,66.04,ON,2025-09-11 16:34:59
1115,2025-09-11,16:36:00,25.18,25.43,64.87,66.2,ON,2025-09-11 16:36:00
1116,2025-09-11,16:37:01,25.16,25.43,64.76,66.17,ON,2025-09-11 16:37:01
1117,2025-09-11,16:38:01,25.12,25.44,64.99,66.12,ON,2025-09-11 16:38:01
1118,2025-09-11,16:39:01,25.19,25.46,65.1,66.29,ON,2025-09-11 16:39:01
1119,2025-09-11,16:40:02,25.31,25.35,65.04,66.59,ON,2025-09-11 16:40:02
1120,2025-09-11,16:41:03,25.4,25.54,63.92,65.98,ON,2025-09-11 16:41:03
1121,2025-09-11,16:42:03,25.4,25.55,64.69,65.87,ON,2025-09-11 16:42:03
1122,2025-09-11,16:43:03,25.37,25.54,64.04,65.73,ON,2025-09-11 16:43:03
1123,2025-09-11,16:44:04,25.38,25.59,64.6,66.2,ON,2025-09-11 16:44:04
1124,2025-09-11,16:45:04,25.41,25.58,64.64,66.52,ON,2025-09-11 16:45:04
1125,2025-09-11,16:46:05,25.48,25.69,64.6,65.7,ON,2025-09-11 16:46:05
1126,2025-09-11,16:47:06,25.51,25.69,64.48,66.25,ON,2025-09-11 16:47:06
1127,2025-09-11,16:48:06,25.47,25.63,63.95,65.47,ON,2025-09-11 16:48:06
1128,2025-09-11,16:49:07,25.47,25.7,64.25,65.82,ON,2025-09-11 16:49:07
1129,2025-09-11,16:50:07,25.41,25.61,64.22,65.5,ON,2025-09-11 16:50:07
1130,2025-09-11,16:51:07,25.43,25.63,64.32,65.95,ON,2025-09-11 16:51:07
1131,2025-09-11,16:52:08,25.63,25.74,63.63,65.62,ON,2025-09-11 16:52:08
1132,2025-09-11,16:53:09,25.53,25.71,64.02,65.55,ON,2025-09-11 16:53:09
1133,2025-09-11,16:54:09,25.44,25.57,64.37,65.82,ON,2025-09-11 16:54:09
