id,tanggal,waktu,temperature1,temperature2,humidity1,humidity2,status,created_at
469,2025-09-10,13:39:24,26.39,26.6,59.45,59.86,ON,2025-09-10 13:39:24
470,2025-09-10,13:40:24,26.44,26.63,60.0,61.21,ON,2025-09-10 13:40:24
471,2025-09-10,13:41:25,26.41,26.63,59.82,60.27,ON,2025-09-10 13:41:25
472,2025-09-10,13:42:25,26.4,26.72,58.79,60.14,ON,2025-09-10 13:42:25
473,2025-09-10,13:43:25,26.41,26.72,59.07,60.16,ON,2025-09-10 13:43:25
474,2025-09-10,13:44:25,26.44,26.84,58.65,60.11,ON,2025-09-10 13:44:25
475,2025-09-10,13:45:26,26.31,26.59,61.02,61.21,ON,2025-09-10 13:45:26
476,2025-09-10,13:46:26,26.32,26.62,60.85,61.07,ON,2025-09-10 13:46:26
